year,municipality,municipality_id,district,district_id,community,community_id,typology,layout,rent_type,volume,value,shape_Length,shape_Area
2024,Abu Dhabi City,41,Yas Island,1330,YS6,4574,Apartment / Duplex,All beds,new,12.000000000000000,6318957.000000000000000,8663.801177882978664,1481084.912168154958636
2024,Abu Dhabi City,41,Yas Island,1330,YS6,4574,Apartment / Duplex,All beds,renewal,2.000000000000000,1825440.000000000000000,8663.801177882978664,1481084.912168154958636
2025,Abu Dhabi City,41,Yas Island,1330,YS6,4574,Apartment / Duplex,All beds,new,4.000000000000000,2211045.000000000000000,8663.801177882978664,1481084.912168154958636
2025,Abu Dhabi City,41,Yas Island,1330,YS6,4574,Apartment / Duplex,All beds,renewal,3.000000000000000,666884.000000000000000,8663.801177882978664,1481084.912168154958636
2022,Abu Dhabi City,41,Yas Island,1330,YS6,4574,Apartment / Duplex,studio,new,1.000000000000000,1284000.000000000000000,8663.801177882978664,1481084.912168154958636
2023,Abu Dhabi City,41,Yas Island,1330,YS6,4574,Apartment / Duplex,studio,new,18.000000000000000,5791034.000000000000000,8663.801177882978664,1481084.912168154958636
2023,Abu Dhabi City,41,Yas Island,1330,YS6,4574,Apartment / Duplex,studio,renewal,1.000000000000000,1284000.000000000000000,8663.801177882978664,1481084.912168154958636
2024,Abu Dhabi City,41,Yas Island,1330,YS6,4574,Apartment / Duplex,studio,new,12.000000000000000,6318957.000000000000000,8663.801177882978664,1481084.912168154958636
2024,Abu Dhabi City,41,Yas Island,1330,YS6,4574,Apartment / Duplex,studio,renewal,2.000000000000000,1825440.000000000000000,8663.801177882978664,1481084.912168154958636
2025,Abu Dhabi City,41,Yas Island,1330,YS6,4574,Apartment / Duplex,studio,new,4.000000000000000,2211045.000000000000000,8663.801177882978664,1481084.912168154958636
2025,Abu Dhabi City,41,Yas Island,1330,YS6,4574,Apartment / Duplex,studio,renewal,3.000000000000000,666884.000000000000000,8663.801177882978664,1481084.912168154958636
2020,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,1 bed,new,48.000000000000000,3771425.000000000000000,3011.204736039360341,420667.082438627723604
2020,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,2 beds,new,38.000000000000000,4690275.000000000000000,3011.204736039360341,420667.082438627723604
2020,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,studio,new,9.000000000000000,500000.000000000000000,3011.204736039360341,420667.082438627723604
2021,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,1 bed,new,107.000000000000000,7286642.000000000000000,3011.204736039360341,420667.082438627723604
2021,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,1 bed,renewal,27.000000000000000,1845252.000000000000000,3011.204736039360341,420667.082438627723604
2021,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,2 beds,new,18.000000000000000,1951493.000000000000000,3011.204736039360341,420667.082438627723604
2021,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,2 beds,renewal,20.000000000000000,2322644.000000000000000,3011.204736039360341,420667.082438627723604
2021,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,studio,new,40.000000000000000,1890120.000000000000000,3011.204736039360341,420667.082438627723604
2021,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,studio,renewal,2.000000000000000,102000.000000000000000,3011.204736039360341,420667.082438627723604
2022,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,1 bed,new,180.000000000000000,11238238.000000000000000,3011.204736039360341,420667.082438627723604
2022,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,1 bed,renewal,54.000000000000000,3512732.000000000000000,3011.204736039360341,420667.082438627723604
2022,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,2 beds,new,16.000000000000000,1655534.000000000000000,3011.204736039360341,420667.082438627723604
2022,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,2 beds,renewal,25.000000000000000,2534782.000000000000000,3011.204736039360341,420667.082438627723604
2022,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,studio,new,24.000000000000000,1126781.000000000000000,3011.204736039360341,420667.082438627723604
2022,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,studio,renewal,25.000000000000000,1118001.000000000000000,3011.204736039360341,420667.082438627723604
2023,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,1 bed,new,223.000000000000000,15146942.000000000000000,3011.204736039360341,420667.082438627723604
2023,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,1 bed,renewal,150.000000000000000,8055964.000000000000000,3011.204736039360341,420667.082438627723604
2023,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,2 beds,new,28.000000000000000,3286161.000000000000000,3011.204736039360341,420667.082438627723604
2023,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,2 beds,renewal,20.000000000000000,2167750.000000000000000,3011.204736039360341,420667.082438627723604
2023,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,studio,new,34.000000000000000,1748159.000000000000000,3011.204736039360341,420667.082438627723604
2023,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,studio,renewal,24.000000000000000,934261.000000000000000,3011.204736039360341,420667.082438627723604
2024,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,1 bed,new,128.000000000000000,9905349.000000000000000,3011.204736039360341,420667.082438627723604
2024,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,1 bed,renewal,230.000000000000000,13666693.000000000000000,3011.204736039360341,420667.082438627723604
2024,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,2 beds,new,17.000000000000000,2113829.000000000000000,3011.204736039360341,420667.082438627723604
2024,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,2 beds,renewal,37.000000000000000,3571452.000000000000000,3011.204736039360341,420667.082438627723604
2024,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,studio,new,33.000000000000000,1849707.000000000000000,3011.204736039360341,420667.082438627723604
2024,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,studio,renewal,25.000000000000000,1164039.000000000000000,3011.204736039360341,420667.082438627723604
2025,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,1 bed,new,206.000000000000000,18315801.000000000000000,3011.204736039360341,420667.082438627723604
2025,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,1 bed,renewal,18.000000000000000,1091844.000000000000000,3011.204736039360341,420667.082438627723604
2025,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,2 beds,new,34.000000000000000,5315562.000000000000000,3011.204736039360341,420667.082438627723604
2025,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,2 beds,renewal,3.000000000000000,464000.000000000000000,3011.204736039360341,420667.082438627723604
2025,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,studio,new,26.000000000000000,1876874.000000000000000,3011.204736039360341,420667.082438627723604
2020,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,All beds,new,95.000000000000000,8961700.000000000000000,3011.204736039360341,420667.082438627723604
2021,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,All beds,new,165.000000000000000,11128255.000000000000000,3011.204736039360341,420667.082438627723604
2021,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,All beds,renewal,49.000000000000000,4269896.000000000000000,3011.204736039360341,420667.082438627723604
2022,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,All beds,new,220.000000000000000,14020553.000000000000000,3011.204736039360341,420667.082438627723604
2022,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,All beds,renewal,104.000000000000000,7165515.000000000000000,3011.204736039360341,420667.082438627723604
2023,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,All beds,new,285.000000000000000,20181262.000000000000000,3011.204736039360341,420667.082438627723604
2023,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,All beds,renewal,194.000000000000000,11157975.000000000000000,3011.204736039360341,420667.082438627723604
2024,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,All beds,new,178.000000000000000,13868885.000000000000000,3011.204736039360341,420667.082438627723604
2024,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,All beds,renewal,292.000000000000000,18402184.000000000000000,3011.204736039360341,420667.082438627723604
2025,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,All beds,new,266.000000000000000,25508237.000000000000000,3011.204736039360341,420667.082438627723604
2025,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,All beds,renewal,21.000000000000000,1555844.000000000000000,3011.204736039360341,420667.082438627723604
2020,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,1 bed,new,48.000000000000000,3771425.000000000000000,3011.204736039360341,420667.082438627723604
2020,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,2 beds,new,38.000000000000000,4690275.000000000000000,3011.204736039360341,420667.082438627723604
2020,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,studio,new,9.000000000000000,500000.000000000000000,3011.204736039360341,420667.082438627723604
2021,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,1 bed,new,107.000000000000000,7286642.000000000000000,3011.204736039360341,420667.082438627723604
2021,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,1 bed,renewal,27.000000000000000,1845252.000000000000000,3011.204736039360341,420667.082438627723604
2021,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,2 beds,new,18.000000000000000,1951493.000000000000000,3011.204736039360341,420667.082438627723604
2021,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,2 beds,renewal,20.000000000000000,2322644.000000000000000,3011.204736039360341,420667.082438627723604
2021,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,studio,new,40.000000000000000,1890120.000000000000000,3011.204736039360341,420667.082438627723604
2021,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,studio,renewal,2.000000000000000,102000.000000000000000,3011.204736039360341,420667.082438627723604
2022,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,1 bed,new,180.000000000000000,11238238.000000000000000,3011.204736039360341,420667.082438627723604
2022,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,1 bed,renewal,54.000000000000000,3512732.000000000000000,3011.204736039360341,420667.082438627723604
2022,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,2 beds,new,16.000000000000000,1655534.000000000000000,3011.204736039360341,420667.082438627723604
2022,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,2 beds,renewal,25.000000000000000,2534782.000000000000000,3011.204736039360341,420667.082438627723604
2022,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,studio,new,24.000000000000000,1126781.000000000000000,3011.204736039360341,420667.082438627723604
2022,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,studio,renewal,25.000000000000000,1118001.000000000000000,3011.204736039360341,420667.082438627723604
2023,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,1 bed,new,223.000000000000000,15146942.000000000000000,3011.204736039360341,420667.082438627723604
2023,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,1 bed,renewal,150.000000000000000,8055964.000000000000000,3011.204736039360341,420667.082438627723604
2023,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,2 beds,new,28.000000000000000,3286161.000000000000000,3011.204736039360341,420667.082438627723604
2023,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,2 beds,renewal,20.000000000000000,2167750.000000000000000,3011.204736039360341,420667.082438627723604
2023,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,studio,new,34.000000000000000,1748159.000000000000000,3011.204736039360341,420667.082438627723604
2023,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,studio,renewal,24.000000000000000,934261.000000000000000,3011.204736039360341,420667.082438627723604
2024,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,1 bed,new,128.000000000000000,9905349.000000000000000,3011.204736039360341,420667.082438627723604
2024,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,1 bed,renewal,230.000000000000000,13666693.000000000000000,3011.204736039360341,420667.082438627723604
2024,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,2 beds,new,17.000000000000000,2113829.000000000000000,3011.204736039360341,420667.082438627723604
2024,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,2 beds,renewal,37.000000000000000,3571452.000000000000000,3011.204736039360341,420667.082438627723604
2024,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,studio,new,33.000000000000000,1849707.000000000000000,3011.204736039360341,420667.082438627723604
2024,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,studio,renewal,25.000000000000000,1164039.000000000000000,3011.204736039360341,420667.082438627723604
2025,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,1 bed,new,206.000000000000000,18315801.000000000000000,3011.204736039360341,420667.082438627723604
2025,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,1 bed,renewal,18.000000000000000,1091844.000000000000000,3011.204736039360341,420667.082438627723604
2025,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,2 beds,new,34.000000000000000,5315562.000000000000000,3011.204736039360341,420667.082438627723604
2025,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,2 beds,renewal,3.000000000000000,464000.000000000000000,3011.204736039360341,420667.082438627723604
2025,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,studio,new,26.000000000000000,1876874.000000000000000,3011.204736039360341,420667.082438627723604
2020,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,All beds,new,95.000000000000000,8961700.000000000000000,3011.204736039360341,420667.082438627723604
2021,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,All beds,new,165.000000000000000,11128255.000000000000000,3011.204736039360341,420667.082438627723604
2021,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,All beds,renewal,49.000000000000000,4269896.000000000000000,3011.204736039360341,420667.082438627723604
2022,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,All beds,new,220.000000000000000,14020553.000000000000000,3011.204736039360341,420667.082438627723604
2022,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,All beds,renewal,104.000000000000000,7165515.000000000000000,3011.204736039360341,420667.082438627723604
2023,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,All beds,new,285.000000000000000,20181262.000000000000000,3011.204736039360341,420667.082438627723604
2023,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,All beds,renewal,194.000000000000000,11157975.000000000000000,3011.204736039360341,420667.082438627723604
2024,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,All beds,new,178.000000000000000,13868885.000000000000000,3011.204736039360341,420667.082438627723604
2024,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,All beds,renewal,292.000000000000000,18402184.000000000000000,3011.204736039360341,420667.082438627723604
2025,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,All beds,new,266.000000000000000,25508237.000000000000000,3011.204736039360341,420667.082438627723604
2025,Abu Dhabi City,41,Al Reem Island,57,RR4,510,All property types,All beds,renewal,21.000000000000000,1555844.000000000000000,3011.204736039360341,420667.082438627723604
2020,Abu Dhabi City,41,Al Reem Island,57,RR4,510,Apartment / Duplex,1 bed,All types,48.000000000000000,3771425.000000000000000,3011.204736039360341,420667.082438627723604
